	genes	uniprot	hgnc.symbol	drugcentral	drug_name	target_class	action_type
1249	PDE5A	O76074	PDE5A	3574	sulmazole	Enzyme
1250	PDE5A	O76074	PDE5A	4141	udenafil	Enzyme	INHIBITOR
1251	PDE5A	O76074	PDE5A	4305	avanafil	Enzyme	INHIBITOR
1252	PDE5A	O76074	PDE5A	5005	mirodenafil	Enzyme	INHIBITOR
1253	PDE5A	O76074	PDE5A	5039	tannic acid	Enzyme
1254	SLC1A1	P43005	SLC1A1	1310	glutamic acid	Transporter
1255	SLC1A1	P43005	SLC1A1	1550	aspartic acid	Transporter
1256	CLCN2	P51788	CLCN2	4123	lubiprostone	Ion channel	OPENER
1257	SLC19A2	O60779	SLC19A2	2832	thiamine	Transporter
1258	SCN9A	Q15858	SCN9A	180	amitriptyline	Ion channel
1259	SCN9A	Q15858	SCN9A	323	benzocaine	Ion channel	BLOCKER
1260	SCN9A	Q15858	SCN9A	489	carbamazepine	Ion channel	BLOCKER
1261	SCN9A	Q15858	SCN9A	1540	lamotrigine	Ion channel	BLOCKER
1262	SCN9A	Q15858	SCN9A	1579	lidocaine	Ion channel	BLOCKER
1263	SCN9A	Q15858	SCN9A	1700	mepivacaine	Ion channel	BLOCKER
1264	SCN9A	Q15858	SCN9A	1794	mexiletine	Ion channel	BLOCKER
1265	SCN9A	Q15858	SCN9A	1797	mibefradil	Ion channel
1266	SCN9A	Q15858	SCN9A	1999	orphenadrine	Ion channel	BLOCKER
1267	SCN9A	Q15858	SCN9A	2152	phenytoin	Ion channel	BLOCKER
1268	SCN9A	Q15858	SCN9A	2403	ropivacaine	Ion channel	BLOCKER
1269	SCN9A	Q15858	SCN9A	2610	tetracaine	Ion channel	BLOCKER
1270	SCN9A	Q15858	SCN9A	4310	lacosamide	Ion channel	BLOCKER
1271	SCN9A	Q15858	SCN9A	4921	safinamide	Ion channel
1272	SCN4A	P35499	SCN4A	4	levobupivacaine	Ion channel	BLOCKER
1273	SCN4A	P35499	SCN4A	323	benzocaine	Ion channel	BLOCKER
1274	SCN4A	P35499	SCN4A	432	bupivacaine	Ion channel	BLOCKER
1275	SCN4A	P35499	SCN4A	489	carbamazepine	Ion channel	BLOCKER
1276	SCN4A	P35499	SCN4A	1097	etidocaine	Ion channel	BLOCKER
1277	SCN4A	P35499	SCN4A	1176	flecainide	Ion channel
1278	SCN4A	P35499	SCN4A	1540	lamotrigine	Ion channel	BLOCKER
1279	SCN4A	P35499	SCN4A	1579	lidocaine	Ion channel	BLOCKER
1280	SCN4A	P35499	SCN4A	1700	mepivacaine	Ion channel	BLOCKER
1281	SCN4A	P35499	SCN4A	1794	mexiletine	Ion channel	BLOCKER
1282	SCN4A	P35499	SCN4A	1999	orphenadrine	Ion channel	BLOCKER
1283	SCN4A	P35499	SCN4A	2152	phenytoin	Ion channel	BLOCKER
1284	SCN4A	P35499	SCN4A	2167	pilsicainide	Ion channel	BLOCKER
1285	SCN4A	P35499	SCN4A	2403	ropivacaine	Ion channel	BLOCKER
1286	RPS6KA4	O75676	RPS6KA4	1045	erlotinib	Kinase
1287	RPS6KA4	O75676	RPS6KA4	1282	gefitinib	Kinase
1288	RPS6KA4	O75676	RPS6KA4	2544	sunitinib	Kinase
1289	RPS6KA4	O75676	RPS6KA4	3533	ruboxistaurin	Kinase
1290	RPS6KA4	O75676	RPS6KA4	4190	ruxolitinib	Kinase
1291	RPS6KA4	O75676	RPS6KA4	4903	nintedanib	Kinase
1292	RPS6KA4	O75676	RPS6KA4	5231	midostaurin	Kinase
1293	RPS6KA4	O75676	RPS6KA4	5347	fedratinib	Kinase
1294	GRIA1	P42261	GRIA1	761	cyclothiazide	Ion channel
1295	GRIA1	P42261	GRIA1	1310	glutamic acid	Ion channel
1296	GRIA1	P42261	GRIA1	3201	kainic acid	Ion channel
