	Entry	Gene Names (primary)	Organism (ID)	Alternative products (isoforms)	UniParc	CCDS	EMBL	RefSeq	BMRB	PDB	SASBDB	SMR	BioGRID	CORUM	ComplexPortal	DIP	ELM	IntAct	MINT	STRING	BindingDB	ChEMBL	DrugBank	DrugCentral	SwissLipids	Allergome	CAZy	IDEAL	MEROPS	PeroxiBase	REBASE	TCDB	DEPOD	PhosphoSitePlus	dbSNP	COMPLUYEAST-2DPAGE	EPD	MassIVE	MaxQB	PRIDE	PaxDb	PeptideAtlas	ProteomicsDB	Ensembl	GeneID	KEGG	CTD	GeneCards	HGNC	HPA	MIM	neXtProt	Orphanet	PharmGKB	eggNOG	GeneTree	HOGENOM	OMA	OrthoDB	PhylomeDB	TreeFam	BioCyc	BRENDA	PathwayCommons	Reactome	SIGNOR	GeneWiki	Bgee	ExpressionAtlas	CDD	DisProt	HAMAP	InterPro	PANTHER	Pfam	PIRSF	PRINTS	ProDom	PROSITE	SMART	SUPFAM
10	O15305	PMM2	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=O15305-1; Sequence=Displayed; Name=2; IsoId=O15305-2; Sequence=VSP_056228, VSP_056229;	UPI00000302B7	CCDS10536.1 [O15305-1];	U85773;AF157796;AF157790;AF157791;AF157792;AF157793;AF157794;AF157795;AK291537;AK300785;AC012173;CH471112;CH471112;CH471112;CH471112;BC008310;	NP_000294.1 [O15305-1];		2AMY;2Q4R;7O0C;7O1B;7O4G;7O58;7O5Z;		O15305;	111386;					O15305;	O15305;	9606.ENSP00000268261;	O15305;	CHEMBL1741162;												O15305;	rs104894532 rs949271895 rs104894533 rs2304472 rs755402538 rs104894534 rs104894527 rs1318611010 rs769648248 rs1440183322 rs769839273 rs770458492 rs387906824 rs200503569 rs80338700 rs104894530 rs80338701 rs368582085 rs141498002 rs104894525 rs1274547742 rs753632453 rs80338702 rs80338703 rs746610168 rs28936415 rs150719105 rs148032587 rs150577656 rs190521996 rs104894526 rs941830625 rs780581250 rs1386173214 rs80338704 rs1596489887 rs34258285 rs398123309 rs3743808 rs1555453238 rs78290141 rs78290141 rs752614554 rs80338705 rs104894531 rs201960869 rs80338706 rs558826439 rs558826439 rs398123311 rs80338707 rs80338708 rs80338708 rs151319324 rs80338709		O15305;	O15305;	O15305;		9606-ENSP00000268261;	O15305;	48574 [O15305-1];6798;	ENST00000268261.9 [O15305-1];ENST00000566604.5 [O15305-2];ENST00000683274.1 [O15305-2];	5373;	hsa:5373;	5373;	PMM2;	HGNC:9115;	ENSG00000140650;	212065;601785;	NX_O15305;	79318;	PA33441;	KOG3189;	ENSGT00390000002918;	CLU_065642_1_1_1;	ISHRVYT;	167037at2759;	O15305;	TF300874;		5.4.2.8;	O15305;	R-HSA-4043911;R-HSA-446205;		PMM2;	ENSG00000140650;	O15305;	cd02585;			IPR036412;IPR006379;IPR023214;IPR005002;IPR043169;	PTHR10466;PTHR10466:SF2;	PF03332;						SSF56784;
11	O15439	ABCC4	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4; Name=1; IsoId=O15439-1; Sequence=Displayed; Name=2; IsoId=O15439-2; Sequence=VSP_035426; Name=3; IsoId=O15439-3; Sequence=VSP_043283, VSP_043284; Name=4; IsoId=O15439-4; Sequence=VSP_057413, VSP_043283, VSP_043284;	UPI00001A36E6	CCDS45061.1 [O15439-3];CCDS76643.1 [O15439-4];CCDS86356.1 [O15439-2];CCDS9474.1 [O15439-1];	AF071202;AY081219;AY207008;AF541977;AK296247;AL139381;AL157818;AL356257;AL359750;CH471085;CH471085;BC041560;U83660;	NP_001098985.1 [O15439-3];NP_001288758.1 [O15439-2];NP_001288759.1 [O15439-4];NP_005836.2 [O15439-1];		8I4A;8I4B;8I4C;8J3W;8J3Z;		O15439;	115551;					O15439;	O15439;	9606.ENSP00000366084;	O15439;	CHEMBL1743128;	DB00718;DB00770;DB01076;DB00171;DB01327;DB00482;DB02659;DB00286;DB02527;DB09213;DB00586;DB00917;DB00975;DB13146;DB00544;DB00712;DB00158;DB08884;DB00143;DB00999;DB01050;DB00619;DB00328;DB01009;DB00709;DB00814;DB01033;DB00563;DB00731;DB00198;DB01708;DB01032;DB01069;DB00481;DB14761;DB00533;DB01098;DB12332;DB00203;DB00398;DB01138;DB01268;DB04348;DB14126;DB09299;DB00300;DB00352;DB01586;DB00661;DB00495;	O15439;								3.A.1.208.7;		O15439;	rs11568681 rs11568689 rs4148460 rs45454092 rs11568658 rs11568684 rs2274407 rs11568701 rs11568705 rs11568668 rs11568669 rs753414892 rs11568699 rs11568697 rs9282570 rs3765534 rs146708960 rs11568659 rs11568694 rs45477596 rs139970608 rs45504892 rs11568644		O15439;	O15439;	O15439;		9606-ENSP00000366084;	O15439;	48664 [O15439-1];48665 [O15439-2];48666 [O15439-3];6540;	ENST00000536256.3 [O15439-4];ENST00000629385.1 [O15439-3];ENST00000645237.2 [O15439-1];ENST00000646439.1 [O15439-2];	10257;	hsa:10257;	10257;	ABCC4;	HGNC:55;	ENSG00000125257;	605250;	NX_O15439;		PA397;	KOG0054;	ENSGT00940000153931;	CLU_000604_27_1_1;	CAQWFHA;	3384185at2759;	O15439;	TF105202;		7.6.2.2;7.6.2.3;	O15439;	R-HSA-114608;R-HSA-382556;R-HSA-9748787;R-HSA-9753281;	O15439;	ABCC4;	ENSG00000125257;	O15439;	cd18593;cd18601;cd03250;cd03244;			IPR003593;IPR011527;IPR036640;IPR003439;IPR017871;IPR030240;IPR047083;IPR027417;	PTHR24223;PTHR24223:SF357;	PF00664;PF00005;				PS50929;PS00211;PS50893;	SM00382;	SSF90123;SSF52540;
12	O43306	ADCY6	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=O43306-1; Sequence=Displayed; Name=2; IsoId=O43306-2; Sequence=VSP_000244;	UPI000003EC29	CCDS8767.1 [O43306-1];CCDS8768.1 [O43306-2];	AF250226;AB007882;BC064923;	NP_056085.1 [O43306-1];XP_006719273.1 [O43306-1];				O43306;	106625;					O43306;	O43306;	9606.ENSP00000311405;	O43306;	CHEMBL2097167;	DB02587;											O43306;	rs3730071 rs786204798		O43306;	O43306;	O43306;		9606-ENSP00000311405;	O43306;	48880 [O43306-1];48881 [O43306-2];	ENST00000307885.4 [O43306-1];ENST00000357869.8 [O43306-1];ENST00000550422.5 [O43306-2];	112;	hsa:112;	112;	ADCY6;	HGNC:237;	ENSG00000174233;	600294;616287;	NX_O43306;	2680;	PA27;	KOG3619;	ENSGT00940000155687;	CLU_001072_2_0_1;	RENHCLR;	3686360at2759;	O43306;	TF313845;			O43306;	R-HSA-163359;R-HSA-163615;R-HSA-164378;R-HSA-170660;R-HSA-170670;R-HSA-381676;R-HSA-400042;R-HSA-418555;R-HSA-418594;R-HSA-418597;R-HSA-432040;R-HSA-5610787;R-HSA-9634597;R-HSA-9660821;R-HSA-9664323;	O43306;	ADCY6;	ENSG00000174233;	O43306;	cd07302;			IPR001054;IPR018297;IPR032628;IPR030672;IPR009398;IPR029787;	PTHR45627;PTHR45627:SF11;	PF16214;PF06327;PF00211;	PIRSF039050;			PS00452;PS50125;	SM00044;	SSF55073;
13	O43426	SYNJ1	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4; Name=1; Synonyms=Synaptojanin-170; IsoId=O43426-1; Sequence=Displayed; Name=2; Synonyms=Synaptojanin-145; IsoId=O43426-2; Sequence=VSP_002682, VSP_002683; Name=3; IsoId=O43426-4; Sequence=VSP_041578, VSP_002682, VSP_002683; Name=4; IsoId=O43426-5; Sequence=VSP_035709, VSP_035710, VSP_035711;	UPI0000206D91	CCDS33540.3 [O43426-2];CCDS54483.1 [O43426-4];	AF009039;AF009040;AB020717;AP000275;AP000276;AP000277;AP000278;AP000279;BC098395;	NP_001153774.1 [O43426-4];NP_001153778.1;NP_003886.3;NP_982271.2 [O43426-2];XP_016883989.1;		1W80;2DNR;2VJ0;7A0V;		O43426;	114388;				O43426;	O43426;	O43426;	9606.ENSP00000409667;		CHEMBL4523136;											SYNJ1;	O43426;	rs398122403 rs2254562 rs1060499619 rs1057524877 rs115683257 rs9980589 rs769099271 rs2230767		O43426;	O43426;	O43426;		9606-ENSP00000409667;	O43426;	48937 [O43426-1];48938 [O43426-2];48939 [O43426-4];48940 [O43426-5];	ENST00000357345.7 [O43426-4];ENST00000674204.1 [O43426-2];ENST00000674308.1 [O43426-1];ENST00000674351.1 [O43426-2];	8867;	hsa:8867;	8867;	SYNJ1;	HGNC:11503;	ENSG00000159082;	604297;615530;617389;	NX_O43426;	391411;442835;2828;	PA36285;	KOG0566;	ENSGT00940000157964;		NIMKAST;	21647at2759;	O43426;		MetaCyc:HS08354-MONOMER;		O43426;	R-HSA-1660499;R-HSA-1855183;R-HSA-1855204;R-HSA-8856828;	O43426;		ENSG00000159082;	O43426;	cd09098;cd12719;			IPR036691;IPR005135;IPR046985;IPR000300;IPR012677;IPR035979;IPR000504;IPR002013;IPR015047;IPR034971;	PTHR11200;PTHR11200:SF158;	PF08952;PF03372;PF02383;				PS50102;PS50275;	SM01165;SM00128;	SSF56219;SSF54928;
14	O43488	AKR7A2	9606	ALTERNATIVE PRODUCTS:  	UPI00001D965B	CCDS194.1;	AL035413;BC004111;BC007352;BC010852;BC011586;BC012171;BC013996;AF026947;Y16675;BT007347;BK000395;	NP_003680.2;		2BP1;		O43488;	114142;					O43488;		9606.ENSP00000235835;														O43488;	rs6670759 rs1043657 rs859208 rs859210 rs2231200 rs2235794 rs2231203		O43488;	O43488;			9606-ENSP00000235835;	O43488;	48966;	ENST00000235835.8;	8574;	hsa:8574;	8574;	AKR7A2;	HGNC:389;	ENSG00000053371;	603418;	NX_O43488;		PA24682;	ENOG502QU2T;	ENSGT00940000164191;	CLU_023205_1_1_1;	APNYWHL;	1379250at2759;	O43488;	TF329173;	MetaCyc:ENSG00000053371-MONOMER;		O43488;	R-HSA-5423646;		AKR7A2;	ENSG00000053371;	O43488;	cd19075;			IPR023210;IPR036812;	PTHR43364:SF4;PTHR43364;	PF00248;						SSF51430;
15	O43688	PLPP2	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3; Name=1; IsoId=O43688-1; Sequence=Displayed; Name=2; IsoId=O43688-2; Sequence=VSP_037765; Name=3; IsoId=O43688-3; Sequence=VSP_047366;	UPI0000070E8D	CCDS12023.1 [O43688-1];CCDS12024.1 [O43688-2];CCDS45889.1 [O43688-3];	AF035959;AF047760;AF056083;BT007021;AC016588;BC002806;	NP_003703.1 [O43688-1];NP_803545.1 [O43688-3];NP_808211.1 [O43688-2];					114170;					O43688;		9606.ENSP00000329697;					SLP:000001977;								PLPP2;	O43688;	rs1138439		O43688;	O43688;	O43688;		9606-ENSP00000329697;	O43688;	19106;49117 [O43688-1];49118 [O43688-2];	ENST00000269812.7 [O43688-3];ENST00000327790.7 [O43688-2];ENST00000434325.7 [O43688-1];	8612;	hsa:8612;	8612;	PLPP2;	HGNC:9230;	ENSG00000141934;	607126;	NX_O43688;		PA33554;	KOG3030;	ENSGT00940000155885;		VLMDVLC;	25293at2759;	O43688;	TF316040;			O43688;	R-HSA-1660661;		Phosphatidic_acid_phosphatase_2c;	ENSG00000141934;	O43688;	cd03384;			IPR036938;IPR000326;IPR043216;	PTHR10165;PTHR10165:SF25;	PF01569;					SM00014;	SSF48317;
16	O60266	ADCY3	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=O60266-1; Sequence=Displayed; Name=2; IsoId=O60266-2; Sequence=VSP_055813, VSP_055814, VSP_055815;	UPI000013D0ED	CCDS1715.1 [O60266-1];	AF033861;AK095173;AC012073;BC126235;AB011083;	NP_001307542.1;NP_004027.2 [O60266-1];				O60266;	106623;					O60266;		9606.ENSP00000260600;	O60266;	CHEMBL3164;	DB02587;											O60266;	rs541941351 rs11676272 rs750852737		O60266;	O60266;	O60266;		9606-ENSP00000260600;	O60266;	3671;49298 [O60266-1];	ENST00000260600.9 [O60266-1];ENST00000679454.1 [O60266-1];	109;	hsa:109;	109;	ADCY3;	HGNC:234;	ENSG00000138031;	600291;601665;617885;	NX_O60266;		PA164741137;	KOG3619;	ENSGT00940000156549;	CLU_001072_2_4_1;		3686360at2759;	O60266;	TF313845;			O60266;	R-HSA-163359;R-HSA-163615;R-HSA-164378;R-HSA-170660;R-HSA-170670;R-HSA-381753;R-HSA-418555;R-HSA-418594;R-HSA-418597;R-HSA-432040;R-HSA-5610787;R-HSA-9634597;R-HSA-9660821;R-HSA-9664323;	O60266;	ADCY3;	ENSG00000138031;	O60266;	cd07302;			IPR001054;IPR018297;IPR032628;IPR030672;IPR029787;	PTHR45627;PTHR45627:SF12;	PF16214;PF00211;	PIRSF039050;			PS00452;PS50125;	SM00044;	SSF55073;
17	O60331	PIP5K1C	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4; Name=1; Synonyms=PIPKIgamma-90, PIPKIgamma-668, PIPkinIgamma-a, PIPKIgamma_i2; IsoId=O60331-1; Sequence=Displayed; Name=2; Synonyms=variant 700, PIPKIgamma-700, PIPKIgamma_i4; IsoId=O60331-2; Sequence=VSP_042078; Name=3; Synonyms=variant 707, PIPKIgamma-707, PIPKIgamma_i5; IsoId=O60331-3; Sequence=VSP_042080; Name=4; Synonyms=PIPKIgamma-87, PIPKIgamma-640, PIPkinIgamma-b, PIPKIgamma_i1; IsoId=O60331-4; Sequence=VSP_042079;	UPI000019C574	CCDS32872.1 [O60331-1];CCDS56074.1 [O60331-4];CCDS74257.1 [O60331-3];	FJ965536;FJ965537;AB011161;AK315912;AC005542;AC093071;AC004637;	NP_001182662.1 [O60331-4];NP_001287778.1 [O60331-3];NP_036530.1 [O60331-1];		2G35;3H1Z;3H85;		O60331;	116969;			DIP-39809N;		O60331;		9606.ENSP00000466363;	O60331;	CHEMBL1908383;		O60331;	SLP:000000551 [O60331-4];			IID00359;						O60331;	rs121908315		O60331;	O60331;	O60331;		9606-ENSP00000466363;	O60331;	49349 [O60331-1];49350 [O60331-2];49351 [O60331-3];49352 [O60331-4];	ENST00000335312.8 [O60331-1];ENST00000537021.1 [O60331-2];ENST00000539785.5 [O60331-4];ENST00000589578.5 [O60331-3];	23396;	hsa:23396;	23396;	PIP5K1C;	HGNC:8996;	ENSG00000186111;	606102;611369;	NX_O60331;	137783;	PA33329;	KOG0229;	ENSGT00940000159258;	CLU_004312_5_1_1;	YKFMSNT;	5481504at2759;	O60331;	TF319618;	MetaCyc:HS02710-MONOMER;	2.7.1.68;	O60331;	R-HSA-1660499;R-HSA-399955;R-HSA-6811558;R-HSA-8856828;	O60331;	PIP5K1C;	ENSG00000186111;		cd17308;			IPR023610;IPR002498;IPR027484;	PTHR23086:SF26;PTHR23086;	PF01504;				PS51455;	SM00330;	SSF56104;
18	O60503	ADCY9	9606	ALTERNATIVE PRODUCTS:  	UPI000012887F	CCDS32382.1;	AF036927;DQ008441;DQ005545;AJ133123;AY028959;AY028949;AY028950;AY028951;AY028952;AY028953;AY028954;AY028955;AY028956;AY028957;AB011092;CH471112;CH471112;BC136657;BC136658;BC151207;BC151229;	NP_001107.2;				O60503;	106628;					O60503;		9606.ENSP00000294016;	O60503;	CHEMBL2655;	DB02587;											O60503;	rs2230739 rs61731445		O60503;	O60503;	O60503;		9606-ENSP00000294016;	O60503;	49441;	ENST00000294016.8;	115;	hsa:115;	115;	ADCY9;	HGNC:240;	ENSG00000162104;	603302;	NX_O60503;		PA30;	KOG3618;	ENSGT00940000155577;	CLU_001072_12_0_1;	YPWHICG;	3686360at2759;	O60503;	TF313845;			O60503;	R-HSA-163359;R-HSA-163615;R-HSA-164378;R-HSA-170660;R-HSA-170670;R-HSA-418555;R-HSA-418594;R-HSA-418597;R-HSA-432040;R-HSA-5610787;R-HSA-9634597;R-HSA-9660821;R-HSA-9664323;	O60503;	ADCY9;	ENSG00000162104;	O60503;	cd07302;			IPR001054;IPR018297;IPR029787;	PTHR45627;PTHR45627:SF8;	PF00211;				PS00452;PS50125;	SM00044;	SSF55073;
19	O60658	PDE8A	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=6; Name=1; Synonyms=PDE8A1; IsoId=O60658-1; Sequence=Displayed; Name=2; Synonyms=PDE8A2; IsoId=O60658-2; Sequence=VSP_004597; Name=3; Synonyms=PDE8A3; IsoId=O60658-3; Sequence=VSP_041675, VSP_041677; Name=4; Synonyms=PDE8A4; IsoId=O60658-4; Sequence=VSP_041674, VSP_041676; Name=5; Synonyms=PDE8A5; IsoId=O60658-5; Sequence=VSP_041678, VSP_041679; Name=6; IsoId=O60658-6; Sequence=VSP_046017;	UPI0000127C00	CCDS10336.1 [O60658-1];CCDS10337.1 [O60658-2];CCDS58397.1 [O60658-6];	AF388183;AF388184;AF388185;AF388186;AF388187;AF332653;AK074280;AK127232;AC027078;AC087468;CH471101;BC060762;BC075822;AF056490;AL109687;AL109778;	NP_001230066.1 [O60658-6];NP_002596.1 [O60658-1];NP_775656.1 [O60658-2];XP_016877800.1;		3ECM;3ECN;7CWA;7CWF;7CWG;7VSL;7VTV;7VTW;7VTX;		O60658;	111177;					O60658;		9606.ENSP00000311453;	O60658;	CHEMBL4640;	DB07954;DB00201;DB09283;	O60658;										O60658;	rs17855018		O60658;	O60658;	O60658;		9606-ENSP00000311453;	O60658;	40410;49499 [O60658-1];49500 [O60658-2];49501 [O60658-3];49502 [O60658-4];49503 [O60658-5];	ENST00000310298.8 [O60658-1];ENST00000339708.9 [O60658-2];ENST00000394553.6 [O60658-1];ENST00000478717.5 [O60658-4];ENST00000557957.5 [O60658-6];	5151;	hsa:5151;	5151;	PDE8A;	HGNC:8793;	ENSG00000073417;	602972;	NX_O60658;		PA33141;	KOG1229;	ENSGT00940000156422;	CLU_005940_4_2_1;	TSRHKDR;	5479253at2759;	O60658;	TF314638;		3.1.4.53;	O60658;	R-HSA-418555;		PDE8A;	ENSG00000073417;	O60658;	cd00077;cd00130;			IPR003607;IPR000014;IPR035965;IPR013767;IPR023088;IPR002073;IPR036971;IPR023174;	PTHR11347;PTHR11347:SF85;	PF00989;PF00233;		PR00387;		PS50112;PS00126;PS51845;	SM00471;	SSF109604;SSF55785;
20	O60701	UGDH	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=3; Name=1; IsoId=O60701-1; Sequence=Displayed; Name=2; IsoId=O60701-2; Sequence=VSP_042550; Name=3; IsoId=O60701-3; Sequence=VSP_046234;	UPI0000001075	CCDS3455.1 [O60701-1];CCDS54757.1 [O60701-3];CCDS54758.1 [O60701-2];	AF061016;AJ007702;AJ272274;AJ272275;AJ272276;AJ272277;AJ272278;AJ272279;AJ272280;AJ272281;AK097930;AK297737;AC021148;CH471069;BC022781;AF049126;	NP_001171629.1 [O60701-2];NP_001171630.1 [O60701-3];NP_003350.1 [O60701-1];		2Q3E;2QG4;3ITK;3KHU;3PRJ;3PTZ;3TDK;3TF5;4EDF;4RJT;5TJH;5VR8;5W4X;6C4J;6C4K;6C58;6C5A;6C5Z;		O60701;	113205;					O60701;	O60701;	9606.ENSP00000319501;			DB09130;DB00157;											O60701;	rs749975104 rs200059198 rs1381665298 rs756467468 rs1186496501 rs775162839 rs113094436 rs770456604 rs201894374		O60701;	O60701;	O60701;		9606-ENSP00000319501;	O60701;	4666;49530 [O60701-1];49531 [O60701-2];	ENST00000316423.11 [O60701-1];ENST00000501493.6 [O60701-2];ENST00000506179.5 [O60701-1];ENST00000507089.5 [O60701-3];	7358;	hsa:7358;	7358;	UGDH;	HGNC:12525;	ENSG00000109814;	603370;618792;	NX_O60701;		PA37170;	KOG2666;	ENSGT00390000015355;	CLU_023810_7_2_1;	CECLNLP;	167209at2759;	O60701;	TF105671;		1.1.1.22;	O60701;	R-HSA-173599;		UGDH;	ENSG00000109814;	O60701;		DP02338;		IPR008927;IPR036291;IPR017476;IPR014027;IPR036220;IPR014026;IPR001732;IPR028356;	PTHR11374:SF59;PTHR11374;	PF00984;PF03720;PF03721;	PIRSF500133;PIRSF000124;				SM00984;	SSF48179;SSF51735;SSF52413;
21	O60733	PLA2G6	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4; Name=LH-iPLA2; IsoId=O60733-1; Sequence=Displayed; Name=SH-iPLA2; IsoId=O60733-2; Sequence=VSP_000278; Name=Ankyrin-iPLA2-1; IsoId=O60733-3; Sequence=VSP_000281, VSP_000282; Name=Ankyrin-iPLA2-2; IsoId=O60733-4; Sequence=VSP_000277, VSP_000279, VSP_000280;	UPI00001310F3	CCDS13967.1 [O60733-1];CCDS33645.1 [O60733-2];	AF064594;AF102988;AF102989;AF117692;AF117677;AF117678;AF117679;AF117680;AF117681;AF117682;AF117683;AF117684;AF117685;AF117686;AF117687;AF117688;AF117689;AF117690;AF117691;AF116267;AF116252;AF116253;AF116254;AF116255;AF116256;AF116257;AF116258;AF116259;AF116260;AF116261;AF116262;AF116263;AF116264;AF116265;AF116266;AL080187;CR456543;AY522921;AK291212;AL022322;CH471095;CH471095;BC036742;BC051904;	NP_001004426.1 [O60733-2];NP_001186491.1 [O60733-2];NP_003551.2 [O60733-1];XP_005261821.1;XP_005261822.1;XP_005261823.1;XP_006724395.1;XP_016884470.1;XP_016884471.1;XP_016884477.1;				O60733;	113986;					O60733;	O60733;	9606.ENSP00000333142;	O60733;	CHEMBL3213;	DB01103;		SLP:000000618;									O60733;	rs11570605 rs11570606 rs11570607 rs11570646 rs121908682 rs11570680 rs121908681 rs1004616610 rs121908683 rs767689496 rs121908686 rs121908687 rs34184838		O60733;	O60733;	O60733;		9606-ENSP00000333142;	O60733;	49578 [O60733-1];49579 [O60733-2];49580 [O60733-3];49581 [O60733-4];	ENST00000332509.8 [O60733-1];ENST00000335539.7 [O60733-2];ENST00000402064.5 [O60733-2];ENST00000660610.1 [O60733-1];ENST00000663895.1 [O60733-1];ENST00000667521.1 [O60733-1];	8398;	hsa:8398;	8398;	PLA2G6;	HGNC:9039;	ENSG00000184381;	256600;603604;610217;612953;	NX_O60733;	199351;35069;	PA33367;	KOG0513;	ENSGT00940000158756;	CLU_010817_0_0_1;	DYWIPSD;	518048at2759;	O60733;	TF319230;		3.1.1.4;	O60733;	R-HSA-1482788;R-HSA-1482798;R-HSA-1482839;R-HSA-2029485;R-HSA-6811436;		PLA2G6;	ENSG00000184381;	O60733;	cd07212;			IPR016035;IPR002110;IPR036770;IPR047148;IPR002641;	PTHR24139:SF34;PTHR24139;	PF00023;PF12796;PF13857;PF01734;		PR01415;		PS50297;PS50088;PS51635;	SM00248;	SSF48403;SSF52151;
22	O60825	PFKFB2	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=O60825-1; Sequence=Displayed; Name=2; IsoId=O60825-2; Sequence=VSP_004675;	UPI000012A3F0	CCDS31003.1 [O60825-2];CCDS31004.1 [O60825-1];	AJ005577;AJ005578;AB044805;AF470623;AK292883;AL445493;CH471100;BC069350;BC069385;BC069583;BC069586;BC069600;BC075075;BC075076;BC112103;BC112105;	NP_001018063.1 [O60825-2];NP_006203.2 [O60825-1];		5HTK;		O60825;	111229;		CPX-1994;			O60825;	O60825;	9606.ENSP00000356047;	O60825;	CHEMBL3421525;											PFKFB2;	O60825;			O60825;	O60825;	O60825;		9606-ENSP00000356047;	O60825;	49608 [O60825-1];49609 [O60825-2];	ENST00000367079.3 [O60825-2];ENST00000367080.8 [O60825-1];	5208;	hsa:5208;	5208;	PFKFB2;	HGNC:8873;	ENSG00000123836;	171835;	NX_O60825;		PA33212;	KOG0234;	ENSGT00950000182835;	CLU_006383_1_1_1;	IACMNGR;	2013830at2759;	O60825;	TF313541;	MetaCyc:HS04690-MONOMER;	2.7.1.105;3.1.3.46;	O60825;	R-HSA-9634600;	O60825;	PFKFB2;	ENSG00000123836;	O60825;	cd07067;			IPR003094;IPR013079;IPR013078;IPR029033;IPR027417;IPR001345;	PTHR10606;PTHR10606:SF48;	PF01591;PF00300;	PIRSF000709;	PR00991;		PS00175;	SM00855;	SSF52540;SSF53254;
23	O75191	XYLB	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=2; Name=1; IsoId=O75191-1; Sequence=Displayed; Name=2; IsoId=O75191-2; Sequence=VSP_055522;	UPI0000160544	CCDS2678.1 [O75191-1];	AK293325;AK314386;AP006191;AP006193;CH471055;BC137076;BC137080;AB015046;	NP_005099.2 [O75191-1];		4BC2;4BC3;4BC4;4BC5;		O75191;	115268;					O75191;		9606.ENSP00000207870;														O75191;	rs17118 rs2234610 rs151611 rs196380 rs2234622		O75191;	O75191;	O75191;		9606-ENSP00000207870;	O75191;	3889;49863 [O75191-1];	ENST00000207870.8 [O75191-1];	9942;	hsa:9942;	9942;	XYLB;	HGNC:12839;	ENSG00000093217;	604049;	NX_O75191;		PA37430;	KOG2531;	ENSGT01000000214434;	CLU_016149_8_0_1;	NSCALGG;	1704034at2759;	O75191;	TF313643;		2.7.1.17;	O75191;	R-HSA-5661270;			ENSG00000093217;	O75191;	cd07776;			IPR043129;IPR000577;IPR018485;IPR018484;IPR042024;	PTHR10196;PTHR10196:SF57;	PF02782;PF00370;	PIRSF000538;					SSF53067;
24	O75223	GGCT	9606	ALTERNATIVE PRODUCTS:  Event=Alternative splicing; Named isoforms=4; Name=1; IsoId=O75223-1; Sequence=Displayed; Name=2; IsoId=O75223-2; Sequence=VSP_035599, VSP_035600; Name=3; IsoId=O75223-3; Sequence=VSP_046463; Name=4; IsoId=O75223-4; Sequence=VSP_046464;	UPI00000473DC	CCDS5428.1 [O75223-1];CCDS56474.1 [O75223-3];CCDS56475.1 [O75223-2];CCDS56476.1 [O75223-4];	AK315608;AC005154;CH471073;CH471073;CH471073;BC000625;BC005356;BC013937;BC019243;	NP_001186744.1 [O75223-4];NP_001186745.1 [O75223-2];NP_001186746.1 [O75223-3];NP_076956.1 [O75223-1];		2I5T;2PN7;2Q53;2RBH;3CRY;		O75223;	122486;					O75223;	O75223;	9606.ENSP00000275428;														O75223;			O75223;	O75223;	O75223;		9606-ENSP00000275428;	O75223;	49871 [O75223-1];49872 [O75223-2];7409;7425;	ENST00000005374.10 [O75223-2];ENST00000275428.9 [O75223-1];ENST00000409144.5 [O75223-3];ENST00000409390.5 [O75223-4];	79017;	hsa:79017;	79017;	GGCT;	HGNC:21705;	ENSG00000006625;	137170;	NX_O75223;		PA162389392;	KOG4059;	ENSGT00500000044921;	CLU_048475_2_1_1;	APHDYVM;	2938294at2759;	O75223;	TF314378;		4.3.2.9;	O75223;	R-HSA-174403;			ENSG00000006625;	O75223;	cd06661;			IPR017939;IPR013024;IPR036568;	PTHR12935:SF0;PTHR12935;	PF13772;						SSF110857;
