	node_id	node_alias	node_source	node_type	alias_type
19313	R_FACOA3ORy_23_3O	R_FACOA3ORy_23_3O	model.reactions	reaction	identifier
19314	R_CRNAT_10_2E	R_CRNAT_10_2E	model.reactions	reaction	identifier
19315	R_CRNAT_10_2E6Z	R_CRNAT_10_2E6Z	model.reactions	reaction	identifier
19316	R_CRNAT_10_3OH_S	R_CRNAT_10_3OH_S	model.reactions	reaction	identifier
19317	R_CRNAT_10_DC	R_CRNAT_10_DC	model.reactions	reaction	identifier
19318	R_CRNAT_11_4M8M_c	R_CRNAT_11_4M8M_c	model.reactions	reaction	identifier
19319	R_CRNAT_12_2E	R_CRNAT_12_2E	model.reactions	reaction	identifier
19320	R_CRNAT_12_3OH_S	R_CRNAT_12_3OH_S	model.reactions	reaction	identifier
19321	R_CRNAT_12_DC	R_CRNAT_12_DC	model.reactions	reaction	identifier
19322	R_CRNAT_14_2E	R_CRNAT_14_2E	model.reactions	reaction	identifier
19323	R_CRNAT_14_3OH_S	R_CRNAT_14_3OH_S	model.reactions	reaction	identifier
19324	R_CRNAT_14_5E8Z	R_CRNAT_14_5E8Z	model.reactions	reaction	identifier
19325	R_CRNAT_14_5E8Z3OH_S	R_CRNAT_14_5E8Z3OH_S	model.reactions	reaction	identifier
19326	R_CRNAT_14_7Z3OH_S	R_CRNAT_14_7Z3OH_S	model.reactions	reaction	identifier
19327	R_CRNAT_16_2E	R_CRNAT_16_2E	model.reactions	reaction	identifier
19328	R_CRNAT_16_3OH_S	R_CRNAT_16_3OH_S	model.reactions	reaction	identifier
19329	R_CRNAT_16_7E10Z3OH_S	R_CRNAT_16_7E10Z3OH_S	model.reactions	reaction	identifier
19330	R_CRNAT_16_9Z3OH_S	R_CRNAT_16_9Z3OH_S	model.reactions	reaction	identifier
19331	R_CRNAT_16_DC	R_CRNAT_16_DC	model.reactions	reaction	identifier
19332	R_CRNAT_18_2E	R_CRNAT_18_2E	model.reactions	reaction	identifier
19333	R_CRNAT_18_3OH_S	R_CRNAT_18_3OH_S	model.reactions	reaction	identifier
19334	R_CRNAT_18_9Z12Z3OH_S	R_CRNAT_18_9Z12Z3OH_S	model.reactions	reaction	identifier
19335	R_CRNAT_18_9Z3OH_S	R_CRNAT_18_9Z3OH_S	model.reactions	reaction	identifier
19336	R_CRNAT_3_2E	R_CRNAT_3_2E	model.reactions	reaction	identifier
19337	R_CRNAT_3_3OH_S	R_CRNAT_3_3OH_S	model.reactions	reaction	identifier
19338	R_CRNAT_3_DC	R_CRNAT_3_DC	model.reactions	reaction	identifier
19339	R_CRNAT_4_2E	R_CRNAT_4_2E	model.reactions	reaction	identifier
19340	R_CRNAT_4_2M	R_CRNAT_4_2M	model.reactions	reaction	identifier
19341	R_CRNAT_4_3OH_R	R_CRNAT_4_3OH_R	model.reactions	reaction	identifier
19342	R_CRNAT_4_DC	R_CRNAT_4_DC	model.reactions	reaction	identifier
19343	R_CRNAT_5_2EDC	R_CRNAT_5_2EDC	model.reactions	reaction	identifier
19344	R_CRNAT_5_2M	R_CRNAT_5_2M	model.reactions	reaction	identifier
19345	R_CRNAT_5_2M2E	R_CRNAT_5_2M2E	model.reactions	reaction	identifier
19346	R_CRNAT_5_3M3OH__S	R_CRNAT_5_3M3OH__S	model.reactions	reaction	identifier
19347	R_CRNAT_5_DC	R_CRNAT_5_DC	model.reactions	reaction	identifier
19348	R_CRNAT_6_2E	R_CRNAT_6_2E	model.reactions	reaction	identifier
19349	R_CRNAT_6_3OH_S	R_CRNAT_6_3OH_S	model.reactions	reaction	identifier
19350	R_CRNAT_6_DC	R_CRNAT_6_DC	model.reactions	reaction	identifier
19351	R_CRNAT_7_3OH_S	R_CRNAT_7_3OH_S	model.reactions	reaction	identifier
19352	R_CRNAT_7_DC	R_CRNAT_7_DC	model.reactions	reaction	identifier
19353	R_CRNAT_8_2E	R_CRNAT_8_2E	model.reactions	reaction	identifier
19354	R_CRNAT_8_3OH_S	R_CRNAT_8_3OH_S	model.reactions	reaction	identifier
19355	R_CRNAT_8_DC	R_CRNAT_8_DC	model.reactions	reaction	identifier
19356	R_CRNAT_9_2M6M_c	R_CRNAT_9_2M6M_c	model.reactions	reaction	identifier
19357	R_CRNAT_9_3OH_S	R_CRNAT_9_3OH_S	model.reactions	reaction	identifier
19358	R_FAWOXx_10_10OH	R_FAWOXx_10_10OH	model.reactions	reaction	identifier
19359	R_FAWOXx_10_10OXO	R_FAWOXx_10_10OXO	model.reactions	reaction	identifier
19360	R_FAWOXx_12_12OH	R_FAWOXx_12_12OH	model.reactions	reaction	identifier
19361	R_FAWOXx_12_12OXO	R_FAWOXx_12_12OXO	model.reactions	reaction	identifier
19362	R_FAWOXx_14_14OH	R_FAWOXx_14_14OH	model.reactions	reaction	identifier
19363	R_FAWOXx_14_14OXO	R_FAWOXx_14_14OXO	model.reactions	reaction	identifier
19364	R_FAWOXx_16_016OH	R_FAWOXx_16_016OH	model.reactions	reaction	identifier
19365	R_FAWOXx_16_016OXO	R_FAWOXx_16_016OXO	model.reactions	reaction	identifier
19366	R_FAWOXx_20_5Z8Z11Z14Z20OH	R_FAWOXx_20_5Z8Z11Z14Z20OH	model.reactions	reaction	identifier
19367	R_FAWOXx_20_5Z8Z11Z14Z20OXO	R_FAWOXx_20_5Z8Z11Z14Z20OXO	model.reactions	reaction	identifier
19368	R_FAWOXx_22_22OH	R_FAWOXx_22_22OH	model.reactions	reaction	identifier
19369	R_FAWOXx_22_22OXO	R_FAWOXx_22_22OXO	model.reactions	reaction	identifier
19370	R_DHFRy	R_DHFRy	model.reactions	reaction	identifier
19371	R_FTHFL	R_FTHFL	model.reactions	reaction	identifier
19372	R_GHMT2	R_GHMT2	model.reactions	reaction	identifier
19373	R_GHMT4	R_GHMT4	model.reactions	reaction	identifier
19374	R_MLTHFS	R_MLTHFS	model.reactions	reaction	identifier
19375	R_MPMOBDT	R_MPMOBDT	model.reactions	reaction	identifier
19376	R_MPTAT	R_MPTAT	model.reactions	reaction	identifier
19377	R_MTHFC	R_MTHFC	model.reactions	reaction	identifier
19378	R_MTHFD	R_MTHFD	model.reactions	reaction	identifier
19379	R_3DGDH	R_3DGDH	model.reactions	reaction	identifier
19380	R_3DGRy	R_3DGRy	model.reactions	reaction	identifier
19381	R_ADPMNDP	R_ADPMNDP	model.reactions	reaction	identifier
19382	R_F1PGT	R_F1PGT	model.reactions	reaction	identifier
19383	R_F1PP	R_F1PP	model.reactions	reaction	identifier
19384	R_F6PP	R_F6PP	model.reactions	reaction	identifier
19385	R_FK	R_FK	model.reactions	reaction	identifier
19386	R_FRU3K	R_FRU3K	model.reactions	reaction	identifier
19387	R_GFUCSx	R_GFUCSx	model.reactions	reaction	identifier
19388	R_GFUCSy	R_GFUCSy	model.reactions	reaction	identifier
19389	R_GMAND	R_GMAND	model.reactions	reaction	identifier
19390	R_MAN1PT	R_MAN1PT	model.reactions	reaction	identifier
19391	R_SBTRa	R_SBTRa	model.reactions	reaction	identifier
19392	R_TRIOK	R_TRIOK	model.reactions	reaction	identifier
19393	R_GAL1PP	R_GAL1PP	model.reactions	reaction	identifier
19394	R_GALM	R_GALM	model.reactions	reaction	identifier
19395	R_AMPTASECG	R_AMPTASECG	model.reactions	reaction	identifier
19396	R_DGSHAMID	R_DGSHAMID	model.reactions	reaction	identifier
19397	R_DOPHAMID	R_DOPHAMID	model.reactions	reaction	identifier
19398	R_GGCLUT2	R_GGCLUT2	model.reactions	reaction	identifier
19399	R_GRDX2CGTHR	R_GRDX2CGTHR	model.reactions	reaction	identifier
19400	R_GRDX2CGTHRDG	R_GRDX2CGTHRDG	model.reactions	reaction	identifier
19401	R_GTHGLXTA	R_GTHGLXTA	model.reactions	reaction	identifier
19402	R_GTHOXATA	R_GTHOXATA	model.reactions	reaction	identifier
19403	R_GTHOx	R_GTHOx	model.reactions	reaction	identifier
19404	R_HMGTHDH	R_HMGTHDH	model.reactions	reaction	identifier
19405	R_HMGTHS	R_HMGTHS	model.reactions	reaction	identifier
19406	R_SFGTH	R_SFGTH	model.reactions	reaction	identifier
19407	R_ALCD19y	R_ALCD19y	model.reactions	reaction	identifier
19408	R_ALKP	R_ALKP	model.reactions	reaction	identifier
19409	R_CDPCHOLPP	R_CDPCHOLPP	model.reactions	reaction	identifier
19410	R_CDPETHACPP	R_CDPETHACPP	model.reactions	reaction	identifier
19411	R_DAGL1	R_DAGL1	model.reactions	reaction	identifier
19412	R_DAGL2	R_DAGL2	model.reactions	reaction	identifier
19413	R_DAGOACAH	R_DAGOACAH	model.reactions	reaction	identifier
19414	R_DAGOACK	R_DAGOACK	model.reactions	reaction	identifier
19415	R_DAGOK	R_DAGOK	model.reactions	reaction	identifier
19416	R_DGAT	R_DGAT	model.reactions	reaction	identifier
19417	R_DHAK	R_DHAK	model.reactions	reaction	identifier
19418	R_G3PP	R_G3PP	model.reactions	reaction	identifier
19419	R_GAPP	R_GAPP	model.reactions	reaction	identifier
19420	R_GLYALDD	R_GLYALDD	model.reactions	reaction	identifier
19421	R_LPALPLB	R_LPALPLB	model.reactions	reaction	identifier
19422	R_MAGL1	R_MAGL1	model.reactions	reaction	identifier
19423	R_MAGL2	R_MAGL2	model.reactions	reaction	identifier
19424	R_MAGOK	R_MAGOK	model.reactions	reaction	identifier
19425	R_PAPLA2	R_PAPLA2	model.reactions	reaction	identifier
19426	R_PAPPO	R_PAPPO	model.reactions	reaction	identifier
19427	R_TAGL	R_TAGL	model.reactions	reaction	identifier
19428	R_ACHEe	R_ACHEe	model.reactions	reaction	identifier
19429	R_CHLPe	R_CHLPe	model.reactions	reaction	identifier
19430	R_ETHPe	R_ETHPe	model.reactions	reaction	identifier
19431	R_GPDDA2	R_GPDDA2	model.reactions	reaction	identifier
19432	R_GPDDA3	R_GPDDA3	model.reactions	reaction	identifier
19433	R_GPDDA5	R_GPDDA5	model.reactions	reaction	identifier
19434	R_GPDDA6	R_GPDDA6	model.reactions	reaction	identifier
19435	R_LNAPELPLD	R_LNAPELPLD	model.reactions	reaction	identifier
19436	R_LPCAT	R_LPCAT	model.reactions	reaction	identifier
19437	R_LPCLPLD	R_LPCLPLD	model.reactions	reaction	identifier
19438	R_LPEAT	R_LPEAT	model.reactions	reaction	identifier
19439	R_LPELPLB	R_LPELPLB	model.reactions	reaction	identifier
19440	R_LPELPLD	R_LPELPLD	model.reactions	reaction	identifier
19441	R_LPIAT	R_LPIAT	model.reactions	reaction	identifier
19442	R_LPILPLB	R_LPILPLB	model.reactions	reaction	identifier
19443	R_LPSAT	R_LPSAT	model.reactions	reaction	identifier
19444	R_LPSLPLB	R_LPSLPLB	model.reactions	reaction	identifier
19445	R_PAFH	R_PAFH	model.reactions	reaction	identifier
19446	R_PAFS	R_PAFS	model.reactions	reaction	identifier
19447	R_PCETHTP	R_PCETHTP	model.reactions	reaction	identifier
19448	R_PCPLD	R_PCPLD	model.reactions	reaction	identifier
19449	R_PENMT1	R_PENMT1	model.reactions	reaction	identifier
19450	R_PENMT2	R_PENMT2	model.reactions	reaction	identifier
19451	R_PENMT3	R_PENMT3	model.reactions	reaction	identifier
19452	R_PEPLA2	R_PEPLA2	model.reactions	reaction	identifier
19453	R_PIPLA2	R_PIPLA2	model.reactions	reaction	identifier
19454	R_PSDC	R_PSDC	model.reactions	reaction	identifier
19455	R_PSPLA2	R_PSPLA2	model.reactions	reaction	identifier
19456	R_2ABUTENT	R_2ABUTENT	model.reactions	reaction	identifier
19457	R_2IMBUTDA	R_2IMBUTDA	model.reactions	reaction	identifier
19458	R_BETALDDHx	R_BETALDDHx	model.reactions	reaction	identifier
19459	R_BHMT	R_BHMT	model.reactions	reaction	identifier
19460	R_CHOLD	R_CHOLD	model.reactions	reaction	identifier
19461	R_DMGDH2y	R_DMGDH2y	model.reactions	reaction	identifier
19462	R_HPYRRx_R	R_HPYRRx_R	model.reactions	reaction	identifier
19463	R_HPYRRx_S	R_HPYRRx_S	model.reactions	reaction	identifier
19464	R_HPYRRy_R	R_HPYRRy_R	model.reactions	reaction	identifier
19465	R_PGCD	R_PGCD	model.reactions	reaction	identifier
19466	R_PSERT	R_PSERT	model.reactions	reaction	identifier
19467	R_PSP_L	R_PSP_L	model.reactions	reaction	identifier
19468	R_SARCOX	R_SARCOX	model.reactions	reaction	identifier
19469	R_SERPYRTA	R_SERPYRTA	model.reactions	reaction	identifier
19470	R_THRA	R_THRA	model.reactions	reaction	identifier
19471	R_4PERK	R_4PERK	model.reactions	reaction	identifier
19472	R_ACYP	R_ACYP	model.reactions	reaction	identifier
19473	R_ADPGK	R_ADPGK	model.reactions	reaction	identifier
19474	R_ADPGKa	R_ADPGKa	model.reactions	reaction	identifier
19475	R_DPG3P	R_DPG3P	model.reactions	reaction	identifier
19476	R_E14BPP	R_E14BPP	model.reactions	reaction	identifier
19477	R_E4PD	R_E4PD	model.reactions	reaction	identifier
19478	R_G1PPa	R_G1PPa	model.reactions	reaction	identifier
19479	R_G6PM	R_G6PM	model.reactions	reaction	identifier
19480	R_GLCM	R_GLCM	model.reactions	reaction	identifier
19481	R_HEX1a	R_HEX1a	model.reactions	reaction	identifier
19482	R_PGMTa	R_PGMTa	model.reactions	reaction	identifier
19483	R_HEXGA2	R_HEXGA2	model.reactions	reaction	identifier
19484	R_HEXGM2	R_HEXGM2	model.reactions	reaction	identifier
19485	R_A4GALTc	R_A4GALTc	model.reactions	reaction	identifier
19486	R_ABO4A	R_ABO4A	model.reactions	reaction	identifier
19487	R_ABO4B	R_ABO4B	model.reactions	reaction	identifier
19488	R_B3GALNT1c	R_B3GALNT1c	model.reactions	reaction	identifier
19489	R_FUTGLOBO1	R_FUTGLOBO1	model.reactions	reaction	identifier
19490	R_HEXGBSIDE	R_HEXGBSIDE	model.reactions	reaction	identifier
19491	R_ABO1A	R_ABO1A	model.reactions	reaction	identifier
19492	R_ABO1B	R_ABO1B	model.reactions	reaction	identifier
19493	R_ABO2A	R_ABO2A	model.reactions	reaction	identifier
19494	R_ABO2B	R_ABO2B	model.reactions	reaction	identifier
19495	R_ABO3A	R_ABO3A	model.reactions	reaction	identifier
19496	R_ABO3AB	R_ABO3AB	model.reactions	reaction	identifier
19497	R_ABO5A	R_ABO5A	model.reactions	reaction	identifier
19498	R_ABO5B	R_ABO5B	model.reactions	reaction	identifier
19499	R_ACGAMNT2	R_ACGAMNT2	model.reactions	reaction	identifier
19500	R_FUTGAL2A	R_FUTGAL2A	model.reactions	reaction	identifier
19501	R_FUTINLC8CER1	R_FUTINLC8CER1	model.reactions	reaction	identifier
19502	R_FUTINLC8CER2	R_FUTINLC8CER2	model.reactions	reaction	identifier
19503	R_FUTLC4CER	R_FUTLC4CER	model.reactions	reaction	identifier
19504	R_FUTLC5CER	R_FUTLC5CER	model.reactions	reaction	identifier
19505	R_FUTNLC5CER	R_FUTNLC5CER	model.reactions	reaction	identifier
19506	R_FUTNLC6CER	R_FUTNLC6CER	model.reactions	reaction	identifier
19507	R_FUTNLC7CER	R_FUTNLC7CER	model.reactions	reaction	identifier
19508	R_FUTPGBSIDE	R_FUTPGBSIDE	model.reactions	reaction	identifier
19509	R_CCLMETHBH	R_CCLMETHBH	model.reactions	reaction	identifier
19510	R_GLOBINRCCL	R_GLOBINRCCL	model.reactions	reaction	identifier
19511	R_HB23DPGB	R_HB23DPGB	model.reactions	reaction	identifier
19512	R_HBCOB	R_HBCOB	model.reactions	reaction	identifier
19513	R_HBFE4OAR	R_HBFE4OAR	model.reactions	reaction	identifier
19514	R_HBFE4OCPP	R_HBFE4OCPP	model.reactions	reaction	identifier
19515	R_HBFE4OPX	R_HBFE4OPX	model.reactions	reaction	identifier
19516	R_HBFE4ORPX	R_HBFE4ORPX	model.reactions	reaction	identifier
19517	R_HBNO2R	R_HBNO2R	model.reactions	reaction	identifier
19518	R_HBNONT	R_HBNONT	model.reactions	reaction	identifier
19519	R_HBNOOXDNT	R_HBNOOXDNT	model.reactions	reaction	identifier
19520	R_HBO2B1	R_HBO2B1	model.reactions	reaction	identifier
19521	R_HBO2B2	R_HBO2B2	model.reactions	reaction	identifier
19522	R_METHBCYTBR	R_METHBCYTBR	model.reactions	reaction	identifier
19523	R_METHBFMNR	R_METHBFMNR	model.reactions	reaction	identifier
19524	R_METHBHEMED	R_METHBHEMED	model.reactions	reaction	identifier
19525	R_METHBNO2A	R_METHBNO2A	model.reactions	reaction	identifier
19526	R_METHBONOOD1	R_METHBONOOD1	model.reactions	reaction	identifier
19527	R_METHBONOOD2	R_METHBONOOD2	model.reactions	reaction	identifier
19528	R_METHBONOOX	R_METHBONOOX	model.reactions	reaction	identifier
19529	R_METHBPX	R_METHBPX	model.reactions	reaction	identifier
19530	R_METHBRCCL	R_METHBRCCL	model.reactions	reaction	identifier
19531	R_METHBRHEMED	R_METHBRHEMED	model.reactions	reaction	identifier
19532	R_OXYHBAOX	R_OXYHBAOX	model.reactions	reaction	identifier
19533	R_OXYHBNO2OX	R_OXYHBNO2OX	model.reactions	reaction	identifier
19534	R_OXYHBNOD	R_OXYHBNOD	model.reactions	reaction	identifier
19535	R_OXYHBONOOX	R_OXYHBONOOX	model.reactions	reaction	identifier
19536	R_OXYHBPX	R_OXYHBPX	model.reactions	reaction	identifier
19537	R_HISTANMT	R_HISTANMT	model.reactions	reaction	identifier
19538	R_5INS7P5PP	R_5INS7P5PP	model.reactions	reaction	identifier
19539	R_5PPINSP5P1K	R_5PPINSP5P1K	model.reactions	reaction	identifier
19540	R_INS6P1K	R_INS6P1K	model.reactions	reaction	identifier
19541	R_MI13456P3PP	R_MI13456P3PP	model.reactions	reaction	identifier
19542	R_MI1345P3PP	R_MI1345P3PP	model.reactions	reaction	identifier
19543	R_MI1456P6PP	R_MI1456P6PP	model.reactions	reaction	identifier
19544	R_MI14P1PP	R_MI14P1PP	model.reactions	reaction	identifier
19545	R_MI14P4PP	R_MI14P4PP	model.reactions	reaction	identifier
19546	R_MI3PP	R_MI3PP	model.reactions	reaction	identifier
19547	R_MI3PS	R_MI3PS	model.reactions	reaction	identifier
19548	R_MI4PP	R_MI4PP	model.reactions	reaction	identifier
19549	R_PI345P5P	R_PI345P5P	model.reactions	reaction	identifier
19550	R_PI34P5K	R_PI34P5K	model.reactions	reaction	identifier
19551	R_PI35P3P	R_PI35P3P	model.reactions	reaction	identifier
19552	R_PI35P4K	R_PI35P4K	model.reactions	reaction	identifier
19553	R_PI3K	R_PI3K	model.reactions	reaction	identifier
19554	R_PI3P4K	R_PI3P4K	model.reactions	reaction	identifier
19555	R_PI3P5K	R_PI3P5K	model.reactions	reaction	identifier
19556	R_PI3PP	R_PI3PP	model.reactions	reaction	identifier
19557	R_PI45P4P	R_PI45P4P	model.reactions	reaction	identifier
19558	R_PI5K	R_PI5K	model.reactions	reaction	identifier
19559	R_PI5P4KA	R_PI5P4KA	model.reactions	reaction	identifier
19560	R_PI5P4KG	R_PI5P4KG	model.reactions	reaction	identifier
19561	R_GTHLEUKTRA4	R_GTHLEUKTRA4	model.reactions	reaction	identifier
19562	R_GTHLEUKTRA5	R_GTHLEUKTRA5	model.reactions	reaction	identifier
19563	R_LTA5H	R_LTA5H	model.reactions	reaction	identifier
19564	R_EPOME1213EPHX	R_EPOME1213EPHX	model.reactions	reaction	identifier
19565	R_EPOME910EPHX	R_EPOME910EPHX	model.reactions	reaction	identifier
19566	R_HPODE13GTHR	R_HPODE13GTHR	model.reactions	reaction	identifier
19567	R_HPODE9GTHR	R_HPODE9GTHR	model.reactions	reaction	identifier
19568	R_LNLC1213MOXy	R_LNLC1213MOXy	model.reactions	reaction	identifier
19569	R_LNLC910MOXy	R_LNLC910MOXy	model.reactions	reaction	identifier
19570	R_LNLCOHRI	R_LNLCOHRI	model.reactions	reaction	identifier
19571	R_LNLCRO2P	R_LNLCRO2P	model.reactions	reaction	identifier
19572	R_LNLCROO13AVITE1RT	R_LNLCROO13AVITE1RT	model.reactions	reaction	identifier
19573	R_LNLCROO13AVITE1T	R_LNLCROO13AVITE1T	model.reactions	reaction	identifier
19574	R_LNLCROO9AVITE1RT	R_LNLCROO9AVITE1RT	model.reactions	reaction	identifier
19575	R_LNLCROO9AVITE1T	R_LNLCROO9AVITE1T	model.reactions	reaction	identifier
19576	R_GHMT3	R_GHMT3	model.reactions	reaction	identifier
19577	R_TMABADH	R_TMABADH	model.reactions	reaction	identifier
19578	R_4H2HXEAL2EDHx	R_4H2HXEAL2EDHx	model.reactions	reaction	identifier
19579	R_4H2NNEAL2EDHx	R_4H2NNEAL2EDHx	model.reactions	reaction	identifier
19580	R_BZALDHx	R_BZALDHx	model.reactions	reaction	identifier
19581	R_HCO3Ee	R_HCO3Ee	model.reactions	reaction	identifier
19582	R_HPTALDHx	R_HPTALDHx	model.reactions	reaction	identifier
19583	R_HPTEAL2EDHx	R_HPTEAL2EDHx	model.reactions	reaction	identifier
19584	R_HXALDHx	R_HXALDHx	model.reactions	reaction	identifier
19585	R_HXEAL2EDHx	R_HXEAL2EDHx	model.reactions	reaction	identifier
19586	R_INSULINGTHOR	R_INSULINGTHOR	model.reactions	reaction	identifier
19587	R_MALDHx	R_MALDHx	model.reactions	reaction	identifier
19588	R_MNDN2ERy	R_MNDN2ERy	model.reactions	reaction	identifier
19589	R_NH4c	R_NH4c	model.reactions	reaction	identifier
19590	R_NH4e	R_NH4e	model.reactions	reaction	identifier
19591	R_NONALDHx	R_NONALDHx	model.reactions	reaction	identifier
19592	R_NONEAL2EDHx	R_NONEAL2EDHx	model.reactions	reaction	identifier
19593	R_NTDPSUMP	R_NTDPSUMP	model.reactions	reaction	identifier
19594	R_OCTALDHx	R_OCTALDHx	model.reactions	reaction	identifier
19595	R_OCTEAL2EDHx	R_OCTEAL2EDHx	model.reactions	reaction	identifier
19596	R_PEPTDPROI	R_PEPTDPROI	model.reactions	reaction	identifier
19597	R_PPALDHx	R_PPALDHx	model.reactions	reaction	identifier
19598	R_Q102ERx	R_Q102ERx	model.reactions	reaction	identifier
19599	R_Q102ERy	R_Q102ERy	model.reactions	reaction	identifier
19600	R_Q102ERz	R_Q102ERz	model.reactions	reaction	identifier
19601	R_QMPNH	R_QMPNH	model.reactions	reaction	identifier
19602	R_A_MANASE	R_A_MANASE	model.reactions	reaction	identifier
19603	R_4PYRNDK	R_4PYRNDK	model.reactions	reaction	identifier
19604	R_4PYRNK	R_4PYRNK	model.reactions	reaction	identifier
19605	R_4PYRNMAT	R_4PYRNMAT	model.reactions	reaction	identifier
19606	R_4PYRNMK	R_4PYRNMK	model.reactions	reaction	identifier
19607	R_4PYRNN	R_4PYRNN	model.reactions	reaction	identifier
19608	R_ADPRDACAC1	R_ADPRDACAC1	model.reactions	reaction	identifier
19609	R_ADPRDACAC2	R_ADPRDACAC2	model.reactions	reaction	identifier
19610	R_CADPRBPH	R_CADPRBPH	model.reactions	reaction	identifier
19611	R_CADPRBPHe	R_CADPRBPHe	model.reactions	reaction	identifier
19612	R_CADPRIBH	R_CADPRIBH	model.reactions	reaction	identifier
19613	R_CADPRIBHe	R_CADPRIBHe	model.reactions	reaction	identifier
19614	R_CADPRIBtec	R_CADPRIBtec	model.reactions	reaction	identifier
19615	R_DNADPL	R_DNADPL	model.reactions	reaction	identifier
19616	R_DNADPLe	R_DNADPLe	model.reactions	reaction	identifier
19617	R_FCYTOB5OXR	R_FCYTOB5OXR	model.reactions	reaction	identifier
19618	R_NADHHR	R_NADHHR	model.reactions	reaction	identifier
19619	R_NADHHS	R_NADHHS	model.reactions	reaction	identifier
19620	R_NADHXD	R_NADHXD	model.reactions	reaction	identifier
19621	R_NADHXE	R_NADHXE	model.reactions	reaction	identifier
19622	R_NADL	R_NADL	model.reactions	reaction	identifier
19623	R_NADLe	R_NADLe	model.reactions	reaction	identifier
19624	R_NADN	R_NADN	model.reactions	reaction	identifier
19625	R_NADN2	R_NADN2	model.reactions	reaction	identifier
19626	R_NADNe	R_NADNe	model.reactions	reaction	identifier
19627	R_NADPHHR	R_NADPHHR	model.reactions	reaction	identifier
19628	R_NADPHHS	R_NADPHHS	model.reactions	reaction	identifier
19629	R_NADPHPPS	R_NADPHPPS	model.reactions	reaction	identifier
19630	R_NADPHXD	R_NADPHXD	model.reactions	reaction	identifier
19631	R_NADPHXE	R_NADPHXE	model.reactions	reaction	identifier
19632	R_NADPL	R_NADPL	model.reactions	reaction	identifier
19633	R_NADPLe	R_NADPLe	model.reactions	reaction	identifier
19634	R_NADPNe	R_NADPNe	model.reactions	reaction	identifier
19635	R_NAMNPP	R_NAMNPP	model.reactions	reaction	identifier
19636	R_NAPRT	R_NAPRT	model.reactions	reaction	identifier
19637	R_NMNHAT	R_NMNHAT	model.reactions	reaction	identifier
19638	R_NMNN	R_NMNN	model.reactions	reaction	identifier
19639	R_NMNNe	R_NMNNe	model.reactions	reaction	identifier
19640	R_NMNS	R_NMNS	model.reactions	reaction	identifier
19641	R_NRHK	R_NRHK	model.reactions	reaction	identifier
19642	R_POLYADPRH	R_POLYADPRH	model.reactions	reaction	identifier
19643	R_PROTRADPRTe	R_PROTRADPRTe	model.reactions	reaction	identifier
19644	R_23CN3PA	R_23CN3PA	model.reactions	reaction	identifier
19645	R_23CN3PC	R_23CN3PC	model.reactions	reaction	identifier
19646	R_23CN3PG	R_23CN3PG	model.reactions	reaction	identifier
19647	R_23CN3PU	R_23CN3PU	model.reactions	reaction	identifier
19648	R_NTD2AMP	R_NTD2AMP	model.reactions	reaction	identifier
19649	R_NTD2CMP	R_NTD2CMP	model.reactions	reaction	identifier
19650	R_NTD2GMP	R_NTD2GMP	model.reactions	reaction	identifier
19651	R_NTD2UMP	R_NTD2UMP	model.reactions	reaction	identifier
19652	R_ADK3	R_ADK3	model.reactions	reaction	identifier
19653	R_ADK4	R_ADK4	model.reactions	reaction	identifier
19654	R_ADK5	R_ADK5	model.reactions	reaction	identifier
19655	R_ADK6	R_ADK6	model.reactions	reaction	identifier
19656	R_ADPRDP	R_ADPRDP	model.reactions	reaction	identifier
19657	R_ADPRPI	R_ADPRPI	model.reactions	reaction	identifier
19658	R_ADPRUDP	R_ADPRUDP	model.reactions	reaction	identifier
19659	R_AP5AH1	R_AP5AH1	model.reactions	reaction	identifier
19660	R_AP6AH1	R_AP6AH1	model.reactions	reaction	identifier
19661	R_AP6AH2	R_AP6AH2	model.reactions	reaction	identifier
19662	R_ATPR5PT	R_ATPR5PT	model.reactions	reaction	identifier
19663	R_CMPINSPT	R_CMPINSPT	model.reactions	reaction	identifier
19664	R_CYTK13	R_CYTK13	model.reactions	reaction	identifier
19665	R_CYTK2	R_CYTK2	model.reactions	reaction	identifier
19666	R_CYTK8	R_CYTK8	model.reactions	reaction	identifier
19667	R_DADK3	R_DADK3	model.reactions	reaction	identifier
19668	R_DADK4	R_DADK4	model.reactions	reaction	identifier
19669	R_DADK5	R_DADK5	model.reactions	reaction	identifier
19670	R_DADK6	R_DADK6	model.reactions	reaction	identifier
19671	R_DADNK1	R_DADNK1	model.reactions	reaction	identifier
19672	R_DAMPNH	R_DAMPNH	model.reactions	reaction	identifier
19673	R_DCMPNH	R_DCMPNH	model.reactions	reaction	identifier
19674	R_DGMPNH	R_DGMPNH	model.reactions	reaction	identifier
19675	R_DIMPNH	R_DIMPNH	model.reactions	reaction	identifier
19676	R_DTMPCYTDPT	R_DTMPCYTDPT	model.reactions	reaction	identifier
19677	R_DTMPNH	R_DTMPNH	model.reactions	reaction	identifier
19678	R_DTMPURIPT	R_DTMPURIPT	model.reactions	reaction	identifier
19679	R_DUMPK1	R_DUMPK1	model.reactions	reaction	identifier
19680	R_DUMPK2	R_DUMPK2	model.reactions	reaction	identifier
19681	R_DUMPNH	R_DUMPNH	model.reactions	reaction	identifier
19682	R_GP4AH1	R_GP4AH1	model.reactions	reaction	identifier
